"","week","age","sex","date","deaths","ifr","ifr_estimate","ifr_low","ifr_high","sero_estimate","sero_estimate_low","sero_estimate_high","country.name","total_cases","total_deaths","new_deaths_reported","new_cases_reported","new_deaths_reported_7dma","new_cases_reported_7dma","pop.2020","pred_infections","pred_infections_low","pred_infections_high","temp","pred_infections_total_in_week","pred_infections_total_in_week_low","pred_infections_total_in_week_high","pred_infections_total"
"478",11,"65-74","m",2020-03-14,8,2.307,2.307,1.976,2.668,346.770697876029,299.850074962519,404.858299595142,"United States",2978,58,314,17780,314,17780,331002.647,19982.6614651062,17278.8605697151,23329.95951417,23329.95951417,1051909.79184436,887205.410396868,1237145.56544924,23753.792804508
"479",11,"75-84","f",2020-03-14,8,3.952,3.952,3.3865,4.572,202.429149797571,174.978127734033,236.232098036321,"United States",2978,58,314,17780,314,17780,331002.647,8527.32793522267,7370.95363079615,9951.27712978001,9951.27712978001,1051909.79184436,887205.410396868,1237145.56544924,10172.0647773279
"480",11,"75-84","m",2020-03-14,7,7.5425,7.5425,6.4635,8.726,92.8074245939675,80.2200320880128,108.300456409066,"United States",2978,58,314,17780,314,17780,331002.647,6589.32714617169,5695.62227824891,7689.33240504371,7689.33240504371,1051909.79184436,887205.410396868,1237145.56544924,7809.0818694067
"481",11,"85+","f",2020-03-14,10,5.759,5.759,4.935,6.662,173.641257162702,150.105073551486,202.634245187437,"United States",2978,58,314,17780,314,17780,331002.647,6511.54714360132,5628.94025818073,7598.78419452888,7598.78419452888,1051909.79184436,887205.410396868,1237145.56544924,7605.48706372634
"482",11,"85+","m",2020-03-14,6,10.825,10.825,9.276,12.523,55.4272517321016,47.911842210333,64.6830530401035,"United States",2978,58,314,17780,314,17780,331002.647,3418.01385681293,2954.56360297053,3988.78827080638,3988.78827080638,1051909.79184436,887205.410396868,1237145.56544924,4138.56812933026
"483",11,"total","f",2020-03-14,30,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,4102.24240220539,4102.24240220539,4102.24240220539,"United States",2978,58,314,17780,314,17780,331002.647,170516.542518337,170516.542518337,170516.542518337,170516.542518337,1051909.79184436,887205.410396868,1237145.56544924,199779.204987403
"484",11,"total","m",2020-03-14,26,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,3555.27674857801,3555.27674857801,3555.27674857801,"United States",2978,58,314,17780,314,17780,331002.647,263090.479394772,263090.479394772,263090.479394772,263090.479394772,1051909.79184436,887205.410396868,1237145.56544924,312180.64680783
"485",12,"0-4","f",2020-03-21,0,0.003,0.003,0.002,0.003,0,0,0,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,0,0,0,0,2409541.96179536,2065590.85259684,2831909.90880112,33333.3333333333
"486",12,"0-4","m",2020-03-21,1,0.003,0.003,0.002,0.004,33333.3333333333,25000,50000,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,33333.3333333333,25000,50000,50000,2409541.96179536,2065590.85259684,2831909.90880112,1e+05
"487",12,"15-24","f",2020-03-21,1,0.0035,0.0035,0.003,0.0045,28571.4285714286,22222.2222222222,33333.3333333333,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,114285.714285714,88888.8888888889,133333.333333333,133333.333333333,2409541.96179536,2065590.85259684,2831909.90880112,171428.571428571
"488",12,"15-24","m",2020-03-21,0,0.0055,0.0055,0.0045,0.006,0,0,0,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,181818.181818182,166666.666666667,222222.222222222,222222.222222222,2409541.96179536,2065590.85259684,2831909.90880112,272727.272727273
"489",12,"25-34","f",2020-03-21,1,0.012,0.012,0.0105,0.0145,8333.33333333333,6896.55172413793,9523.80952380952,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,308333.333333333,255172.413793103,352380.952380952,352380.952380952,2409541.96179536,2065590.85259684,2831909.90880112,441666.666666667
"490",12,"25-34","m",2020-03-21,4,0.025,0.025,0.021,0.029,16000,13793.1034482759,19047.619047619,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,312000,268965.517241379,371428.571428571,371428.571428571,2409541.96179536,2065590.85259684,2831909.90880112,428000
"491",12,"35-44","f",2020-03-21,9,0.0345,0.0345,0.0295,0.04,26086.9565217391,22500,30508.4745762712,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,205797.101449275,177500,240677.966101695,240677.966101695,2409541.96179536,2065590.85259684,2831909.90880112,336231.884057971
"492",12,"35-44","m",2020-03-21,10,0.081,0.081,0.0695,0.094,12345.6790123457,10638.2978723404,14388.4892086331,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,240740.740740741,207446.808510638,280575.539568345,280575.539568345,2409541.96179536,2065590.85259684,2831909.90880112,351851.851851852
"493",12,"45-54","f",2020-03-21,8,0.098,0.098,0.084,0.1135,8163.26530612245,7048.45814977974,9523.80952380952,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,183673.469387755,158590.308370044,214285.714285714,214285.714285714,2409541.96179536,2065590.85259684,2831909.90880112,263265.306122449
"494",12,"45-54","m",2020-03-21,34,0.2295,0.2295,0.197,0.2655,14814.8148148148,12806.0263653484,17258.883248731,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,223093.681917211,192843.691148776,259898.47715736,259898.47715736,2409541.96179536,2065590.85259684,2831909.90880112,314596.949891068
"495",12,"5-14","f",2020-03-21,0,0.001,0.001,0.001,0.001,0,0,0,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,0,0,0,0,2409541.96179536,2065590.85259684,2831909.90880112,0
"496",12,"5-14","m",2020-03-21,1,0.001,0.001,0.001,0.0015,1e+05,66666.6666666667,1e+05,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,0,0,0,0,2409541.96179536,2065590.85259684,2831909.90880112,2e+05
"497",12,"55-64","f",2020-03-21,14,0.2575,0.2575,0.221,0.2975,5436.89320388349,4705.88235294118,6334.84162895928,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,188737.86407767,163361.344537815,219909.502262443,219909.502262443,2409541.96179536,2065590.85259684,2831909.90880112,255145.631067961
"498",12,"55-64","m",2020-03-21,52,0.5215,0.5215,0.4475,0.603,9971.2368168744,8623.54892205638,11620.1117318436,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,189069.990412272,163515.754560531,220335.195530726,220335.195530726,2409541.96179536,2065590.85259684,2831909.90880112,258101.62991371
"499",12,"65-74","f",2020-03-21,53,1.042,1.042,0.893,1.206,5086.37236084453,4394.69320066335,5935.05039193729,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,83205.3742802303,71890.5472636816,97088.4658454647,97088.4658454647,2409541.96179536,2065590.85259684,2831909.90880112,112763.915547025
"500",12,"65-74","m",2020-03-21,87,2.307,2.307,1.976,2.668,3771.13133940182,3260.86956521739,4402.83400809717,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,63849.1547464239,55209.8950524738,74544.5344129555,74544.5344129555,2409541.96179536,2065590.85259684,2831909.90880112,87602.9475509319
"501",12,"75-84","f",2020-03-21,65,3.952,3.952,3.3865,4.572,1644.73684210526,1421.69728783902,1919.38579654511,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,27049.5951417004,23381.4523184602,31566.5141001034,31566.5141001034,2409541.96179536,2065590.85259684,2831909.90880112,37221.6599190283
"502",12,"75-84","m",2020-03-21,92,7.5425,7.5425,6.4635,8.726,1219.754723235,1054.32042172817,1423.37742709059,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,21252.9002320186,18370.3873481549,24800.8045176762,24800.8045176762,2409541.96179536,2065590.85259684,2831909.90880112,29061.9821014253
"503",12,"85+","f",2020-03-21,63,5.759,5.759,4.935,6.662,1093.93992012502,945.661963374362,1276.59574468085,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,22382.3580482723,19348.5439807866,26119.5542046606,26119.5542046606,2409541.96179536,2065590.85259684,2831909.90880112,29987.8451119986
"504",12,"85+","m",2020-03-21,78,10.825,10.825,9.276,12.523,720.554272517321,622.853948734329,840.879689521345,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,10919.168591224,9438.6329154356,12742.5614489004,12742.5614489004,2409541.96179536,2065590.85259684,2831909.90880112,15057.7367205543
"505",12,"total","f",2020-03-21,214,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,29262.6624690651,29262.6624690651,29262.6624690651,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,547375.877867606,547375.877867606,547375.877867606,547375.877867606,2409541.96179536,2065590.85259684,2831909.90880112,747155.082855009
"506",12,"total","m",2020-03-21,359,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,49090.1674130579,49090.1674130579,49090.1674130579,"United States",25983,463,1890,85145,1890,85144.9999999998,331002.647,825918.136977352,825918.136977352,825918.136977352,825918.136977352,2409541.96179536,2065590.85259684,2831909.90880112,1138098.78378518
"507",13,"0-4","f",2020-03-28,1,0.003,0.003,0.002,0.003,33333.3333333333,33333.3333333333,50000,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,66666.6666666667,66666.6666666667,1e+05,1e+05,3358260.72704955,2856283.20448946,3923497.25661223,1e+05
"508",13,"0-4","m",2020-03-28,1,0.003,0.003,0.002,0.004,33333.3333333333,25000,50000,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,0,0,0,0,3358260.72704955,2856283.20448946,3923497.25661223,1e+05
"509",13,"15-24","f",2020-03-28,1,0.0035,0.0035,0.003,0.0045,28571.4285714286,22222.2222222222,33333.3333333333,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,228571.428571429,177777.777777778,266666.666666667,266666.666666667,3358260.72704955,2856283.20448946,3923497.25661223,4e+05
"510",13,"15-24","m",2020-03-28,5,0.0055,0.0055,0.0045,0.006,90909.0909090909,83333.3333333333,111111.111111111,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,309090.909090909,283333.333333333,377777.777777778,377777.777777778,3358260.72704955,2856283.20448946,3923497.25661223,581818.181818182
"511",13,"25-34","f",2020-03-28,15,0.012,0.012,0.0105,0.0145,125000,103448.275862069,142857.142857143,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,291666.666666667,241379.310344828,333333.333333333,333333.333333333,3358260.72704955,2856283.20448946,3923497.25661223,733333.333333333
"512",13,"25-34","m",2020-03-28,25,0.025,0.025,0.021,0.029,1e+05,86206.8965517241,119047.619047619,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,3e+05,258620.689655172,357142.857142857,357142.857142857,3358260.72704955,2856283.20448946,3923497.25661223,728000
"513",13,"35-44","f",2020-03-28,36,0.0345,0.0345,0.0295,0.04,104347.826086957,90000,122033.898305085,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,243478.260869565,210000,284745.762711864,284745.762711864,3358260.72704955,2856283.20448946,3923497.25661223,579710.144927536
"514",13,"35-44","m",2020-03-28,80,0.081,0.081,0.0695,0.094,98765.4320987654,85106.3829787234,115107.913669065,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,275308.641975309,237234.042553191,320863.309352518,320863.309352518,3358260.72704955,2856283.20448946,3923497.25661223,627160.49382716
"515",13,"45-54","f",2020-03-28,70,0.098,0.098,0.084,0.1135,71428.5714285714,61674.0088105727,83333.3333333333,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,240816.326530612,207929.515418502,280952.380952381,280952.380952381,3358260.72704955,2856283.20448946,3923497.25661223,504081.632653061
"516",13,"45-54","m",2020-03-28,176,0.2295,0.2295,0.197,0.2655,76688.4531590414,66290.0188323917,89340.1015228426,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,268845.315904139,232391.713747646,313197.969543147,313197.969543147,3358260.72704955,2856283.20448946,3923497.25661223,583442.265795207
"517",13,"5-14","f",2020-03-28,0,0.001,0.001,0.001,0.001,0,0,0,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,0,0,0,0,3358260.72704955,2856283.20448946,3923497.25661223,0
"518",13,"5-14","m",2020-03-28,1,0.001,0.001,0.001,0.0015,1e+05,66666.6666666667,1e+05,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,2e+05,133333.333333333,2e+05,2e+05,3358260.72704955,2856283.20448946,3923497.25661223,4e+05
"519",13,"55-64","f",2020-03-28,157,0.2575,0.2575,0.221,0.2975,60970.8737864078,52773.1092436975,71040.7239819004,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,281553.398058252,243697.478991597,328054.298642534,328054.298642534,3358260.72704955,2856283.20448946,3923497.25661223,536699.029126214
"520",13,"55-64","m",2020-03-28,308,0.5215,0.5215,0.4475,0.603,59060.4026845638,51077.943615257,68826.8156424581,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,278044.103547459,240464.344941957,324022.346368715,324022.346368715,3358260.72704955,2856283.20448946,3923497.25661223,536145.73346117
"521",13,"65-74","f",2020-03-28,255,1.042,1.042,0.893,1.206,24472.1689059501,21144.2786069652,28555.431131019,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,129558.541266795,111940.298507463,151175.811870101,151175.811870101,3358260.72704955,2856283.20448946,3923497.25661223,242322.45681382
"522",13,"65-74","m",2020-03-28,461,2.307,2.307,1.976,2.668,19982.6614651062,17278.8605697151,23329.95951417,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,98526.2245340269,85194.9025487256,115030.36437247,115030.36437247,3358260.72704955,2856283.20448946,3923497.25661223,186129.172084959
"523",13,"75-84","f",2020-03-28,337,3.952,3.952,3.3865,4.572,8527.32793522267,7370.95363079615,9951.27712978001,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,47596.1538461539,41141.7322834646,55544.0720507899,55544.0720507899,3358260.72704955,2856283.20448946,3923497.25661223,84817.8137651822
"524",13,"75-84","m",2020-03-28,497,7.5425,7.5425,6.4635,8.726,6589.32714617169,5695.62227824891,7689.33240504371,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,33609.5459065297,29051.1116204447,39220.2367138547,39220.2367138547,3358260.72704955,2856283.20448946,3923497.25661223,62671.5280079549
"525",13,"85+","f",2020-03-28,375,5.759,5.759,4.935,6.662,6511.54714360132,5628.94025818073,7598.78419452888,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,46101.7537766973,39852.8970279195,53799.3920972644,53799.3920972644,3358260.72704955,2856283.20448946,3923497.25661223,76089.598888696
"526",13,"85+","m",2020-03-28,370,10.825,10.825,9.276,12.523,3418.01385681293,2954.56360297053,3988.78827080638,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,18826.7898383372,16274.0557374431,21970.6770159552,21970.6770159552,3358260.72704955,2856283.20448946,3923497.25661223,33884.5265588915
"527",13,"total","f",2020-03-28,1247,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,170516.542518337,170516.542518337,170516.542518337,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,953908.099926161,953908.099926161,953908.099926161,953908.099926161,3358260.72704955,2856283.20448946,3923497.25661223,1701063.18278117
"528",13,"total","m",2020-03-28,1924,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,263090.479394772,263090.479394772,263090.479394772,"United States",124725,2888,7075,174837,7075.00000000003,174837,331002.647,1262123.24574519,1262123.24574519,1262123.24574519,1262123.24574519,3358260.72704955,2856283.20448946,3923497.25661223,2400222.02953038
"529",14,"0-4","f",2020-04-04,0,0.003,0.003,0.002,0.003,0,0,0,"United States",312848,10868,14029,222586,14029,222586,331002.647,0,0,0,0,2866324.76876721,2465942.99994353,3358716.44578647,1e+05
"530",14,"0-4","m",2020-04-04,1,0.003,0.003,0.002,0.004,33333.3333333333,25000,50000,"United States",312848,10868,14029,222586,14029,222586,331002.647,0,0,0,0,2866324.76876721,2465942.99994353,3358716.44578647,1e+05
"531",14,"15-24","f",2020-04-04,4,0.0035,0.0035,0.003,0.0045,114285.714285714,88888.8888888889,133333.333333333,"United States",312848,10868,14029,222586,14029,222586,331002.647,142857.142857143,111111.111111111,166666.666666667,166666.666666667,2866324.76876721,2465942.99994353,3358716.44578647,542857.142857143
"532",14,"15-24","m",2020-04-04,10,0.0055,0.0055,0.0045,0.006,181818.181818182,166666.666666667,222222.222222222,"United States",312848,10868,14029,222586,14029,222586,331002.647,218181.818181818,2e+05,266666.666666667,266666.666666667,2866324.76876721,2465942.99994353,3358716.44578647,8e+05
"533",14,"25-34","f",2020-04-04,37,0.012,0.012,0.0105,0.0145,308333.333333333,255172.413793103,352380.952380952,"United States",312848,10868,14029,222586,14029,222586,331002.647,241666.666666667,2e+05,276190.476190476,276190.476190476,2866324.76876721,2465942.99994353,3358716.44578647,975000
"534",14,"25-34","m",2020-04-04,78,0.025,0.025,0.021,0.029,312000,268965.517241379,371428.571428571,"United States",312848,10868,14029,222586,14029,222586,331002.647,372000,320689.655172414,442857.142857143,442857.142857143,2866324.76876721,2465942.99994353,3358716.44578647,1100000
"535",14,"35-44","f",2020-04-04,71,0.0345,0.0345,0.0295,0.04,205797.101449275,177500,240677.966101695,"United States",312848,10868,14029,222586,14029,222586,331002.647,252173.913043478,217500,294915.254237288,294915.254237288,2866324.76876721,2465942.99994353,3358716.44578647,831884.057971014
"536",14,"35-44","m",2020-04-04,195,0.081,0.081,0.0695,0.094,240740.740740741,207446.808510638,280575.539568345,"United States",312848,10868,14029,222586,14029,222586,331002.647,240740.740740741,207446.808510638,280575.539568345,280575.539568345,2866324.76876721,2465942.99994353,3358716.44578647,867901.234567901
