"","week","age","sex","date","deaths","ifr","ifr_estimate","ifr_low","ifr_high","sero_estimate","sero_estimate_low","sero_estimate_high","country.name","total_cases","total_deaths","new_deaths_reported","new_cases_reported","new_deaths_reported_7dma","new_cases_reported_7dma","pop.2020","pred_infections","pred_infections_low","pred_infections_high","temp","pred_infections_total_in_week","pred_infections_total_in_week_low","pred_infections_total_in_week_high","pred_infections_total"
"441",10,"0-4","f",2020-03-07,0,0.003,0.003,0.002,0.003,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,0,0,0,0,276593.430372104,212600.854111325,317337.494880882,0
"442",10,"0-4","m",2020-03-07,0,0.003,0.003,0.002,0.004,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,33333.3333333333,25000,50000,50000,276593.430372104,212600.854111325,317337.494880882,33333.3333333333
"443",10,"15-24","f",2020-03-07,0,0.0035,0.0035,0.003,0.0045,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,28571.4285714286,22222.2222222222,33333.3333333333,33333.3333333333,276593.430372104,212600.854111325,317337.494880882,28571.4285714286
"444",10,"15-24","m",2020-03-07,0,0.0055,0.0055,0.0045,0.006,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,0,0,0,0,276593.430372104,212600.854111325,317337.494880882,0
"445",10,"25-34","f",2020-03-07,0,0.012,0.012,0.0105,0.0145,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,8333.33333333333,6896.55172413793,9523.80952380952,9523.80952380952,276593.430372104,212600.854111325,317337.494880882,8333.33333333333
"446",10,"25-34","m",2020-03-07,1,0.025,0.025,0.021,0.029,4000,3448.27586206897,4761.90476190476,"United States",403,17,37,1982,37,1982,331002.647,16000,13793.1034482759,19047.619047619,19047.619047619,276593.430372104,212600.854111325,317337.494880882,16000
"447",10,"35-44","f",2020-03-07,0,0.0345,0.0345,0.0295,0.04,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,26086.9565217391,22500,30508.4745762712,30508.4745762712,276593.430372104,212600.854111325,317337.494880882,26086.9565217391
"448",10,"35-44","m",2020-03-07,1,0.081,0.081,0.0695,0.094,1234.56790123457,1063.82978723404,1438.84892086331,"United States",403,17,37,1982,37,1982,331002.647,12345.6790123457,10638.2978723404,14388.4892086331,14388.4892086331,276593.430372104,212600.854111325,317337.494880882,12345.6790123457
"449",10,"45-54","f",2020-03-07,0,0.098,0.098,0.084,0.1135,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,8163.26530612245,7048.45814977974,9523.80952380952,9523.80952380952,276593.430372104,212600.854111325,317337.494880882,8163.26530612245
"450",10,"45-54","m",2020-03-07,0,0.2295,0.2295,0.197,0.2655,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,14814.8148148148,12806.0263653484,17258.883248731,17258.883248731,276593.430372104,212600.854111325,317337.494880882,14814.8148148148
"451",10,"5-14","f",2020-03-07,0,0.001,0.001,0.001,0.001,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,0,0,0,0,276593.430372104,212600.854111325,317337.494880882,0
"452",10,"5-14","m",2020-03-07,0,0.001,0.001,0.001,0.0015,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,1e+05,66666.6666666667,1e+05,1e+05,276593.430372104,212600.854111325,317337.494880882,1e+05
"453",10,"55-64","f",2020-03-07,0,0.2575,0.2575,0.221,0.2975,0,0,0,"United States",403,17,37,1982,37,1982,331002.647,5436.89320388349,4705.88235294118,6334.84162895928,6334.84162895928,276593.430372104,212600.854111325,317337.494880882,5436.89320388349
"454",10,"55-64","m",2020-03-07,5,0.5215,0.5215,0.4475,0.603,958.772770853308,829.187396351575,1117.31843575419,"United States",403,17,37,1982,37,1982,331002.647,9971.2368168744,8623.54892205638,11620.1117318436,11620.1117318436,276593.430372104,212600.854111325,317337.494880882,9971.2368168744
"455",10,"65-74","f",2020-03-07,3,1.042,1.042,0.893,1.206,287.907869481766,248.756218905473,335.946248600224,"United States",403,17,37,1982,37,1982,331002.647,5086.37236084453,4394.69320066335,5935.05039193729,5935.05039193729,276593.430372104,212600.854111325,317337.494880882,5086.37236084453
"456",10,"65-74","m",2020-03-07,8,2.307,2.307,1.976,2.668,346.770697876029,299.850074962519,404.858299595142,"United States",403,17,37,1982,37,1982,331002.647,3771.13133940182,3260.86956521739,4402.83400809717,4402.83400809717,276593.430372104,212600.854111325,317337.494880882,3771.13133940182
"457",10,"75-84","f",2020-03-07,4,3.952,3.952,3.3865,4.572,101.214574898785,87.4890638670166,118.11604901816,"United States",403,17,37,1982,37,1982,331002.647,1644.73684210526,1421.69728783902,1919.38579654511,1919.38579654511,276593.430372104,212600.854111325,317337.494880882,1644.73684210526
"458",10,"75-84","m",2020-03-07,3,7.5425,7.5425,6.4635,8.726,39.7746105402718,34.3800137520055,46.4144813181713,"United States",403,17,37,1982,37,1982,331002.647,1219.754723235,1054.32042172817,1423.37742709059,1423.37742709059,276593.430372104,212600.854111325,317337.494880882,1219.754723235
"459",10,"85+","f",2020-03-07,8,5.759,5.759,4.935,6.662,138.913005730161,120.084058841189,162.107396149949,"United States",403,17,37,1982,37,1982,331002.647,1093.93992012502,945.661963374362,1276.59574468085,1276.59574468085,276593.430372104,212600.854111325,317337.494880882,1093.93992012502
"460",10,"85+","m",2020-03-07,3,10.825,10.825,9.276,12.523,27.7136258660508,23.9559211051665,32.3415265200518,"United States",403,17,37,1982,37,1982,331002.647,720.554272517321,622.853948734329,840.879689521345,840.879689521345,276593.430372104,212600.854111325,317337.494880882,720.554272517321
"461",10,"total","f",2020-03-07,15,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,2051.1212011027,2051.1212011027,2051.1212011027,"United States",403,17,37,1982,37,1982,331002.647,29262.6624690651,29262.6624690651,29262.6624690651,29262.6624690651,276593.430372104,212600.854111325,317337.494880882,29262.6624690651
"462",10,"total","m",2020-03-07,21,0.731307345072339,0.731307345072339,0.731307345072339,0.731307345072339,2871.56968154378,2871.56968154378,2871.56968154378,"United States",403,17,37,1982,37,1982,331002.647,49090.1674130579,49090.1674130579,49090.1674130579,49090.1674130579,276593.430372104,212600.854111325,317337.494880882,49090.1674130579
"463",11,"0-4","f",2020-03-14,0,0.003,0.003,0.002,0.003,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,33333.3333333333,33333.3333333333,50000,50000,1051909.79184436,887205.410396868,1237145.56544924,33333.3333333333
"464",11,"0-4","m",2020-03-14,0,0.003,0.003,0.002,0.004,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,33333.3333333333,25000,50000,50000,1051909.79184436,887205.410396868,1237145.56544924,66666.6666666667
"465",11,"15-24","f",2020-03-14,0,0.0035,0.0035,0.003,0.0045,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,28571.4285714286,22222.2222222222,33333.3333333333,33333.3333333333,1051909.79184436,887205.410396868,1237145.56544924,57142.8571428571
"466",11,"15-24","m",2020-03-14,0,0.0055,0.0055,0.0045,0.006,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,90909.0909090909,83333.3333333333,111111.111111111,111111.111111111,1051909.79184436,887205.410396868,1237145.56544924,90909.0909090909
"467",11,"25-34","f",2020-03-14,0,0.012,0.012,0.0105,0.0145,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,125000,103448.275862069,142857.142857143,142857.142857143,1051909.79184436,887205.410396868,1237145.56544924,133333.333333333
"468",11,"25-34","m",2020-03-14,1,0.025,0.025,0.021,0.029,4000,3448.27586206897,4761.90476190476,"United States",2978,58,314,17780,314,17780,331002.647,1e+05,86206.8965517241,119047.619047619,119047.619047619,1051909.79184436,887205.410396868,1237145.56544924,116000
"469",11,"35-44","f",2020-03-14,0,0.0345,0.0345,0.0295,0.04,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,104347.826086957,90000,122033.898305085,122033.898305085,1051909.79184436,887205.410396868,1237145.56544924,130434.782608696
"470",11,"35-44","m",2020-03-14,0,0.081,0.081,0.0695,0.094,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,98765.4320987654,85106.3829787234,115107.913669065,115107.913669065,1051909.79184436,887205.410396868,1237145.56544924,111111.111111111
"471",11,"45-54","f",2020-03-14,1,0.098,0.098,0.084,0.1135,1020.40816326531,881.057268722467,1190.47619047619,"United States",2978,58,314,17780,314,17780,331002.647,71428.5714285714,61674.0088105727,83333.3333333333,83333.3333333333,1051909.79184436,887205.410396868,1237145.56544924,79591.8367346939
"472",11,"45-54","m",2020-03-14,0,0.2295,0.2295,0.197,0.2655,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,76688.4531590414,66290.0188323917,89340.1015228426,89340.1015228426,1051909.79184436,887205.410396868,1237145.56544924,91503.2679738562
"473",11,"5-14","f",2020-03-14,0,0.001,0.001,0.001,0.001,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,0,0,0,0,1051909.79184436,887205.410396868,1237145.56544924,0
"474",11,"5-14","m",2020-03-14,0,0.001,0.001,0.001,0.0015,0,0,0,"United States",2978,58,314,17780,314,17780,331002.647,1e+05,66666.6666666667,1e+05,1e+05,1051909.79184436,887205.410396868,1237145.56544924,2e+05
"475",11,"55-64","f",2020-03-14,2,0.2575,0.2575,0.221,0.2975,776.699029126214,672.268907563025,904.977375565611,"United States",2978,58,314,17780,314,17780,331002.647,60970.8737864078,52773.1092436975,71040.7239819004,71040.7239819004,1051909.79184436,887205.410396868,1237145.56544924,66407.7669902913
"476",11,"55-64","m",2020-03-14,4,0.5215,0.5215,0.4475,0.603,767.018216682646,663.34991708126,893.854748603352,"United States",2978,58,314,17780,314,17780,331002.647,59060.4026845638,51077.943615257,68826.8156424581,68826.8156424581,1051909.79184436,887205.410396868,1237145.56544924,69031.6395014382
"477",11,"65-74","f",2020-03-14,9,1.042,1.042,0.893,1.206,863.723608445297,746.268656716418,1007.83874580067,"United States",2978,58,314,17780,314,17780,331002.647,24472.1689059501,21144.2786069652,28555.431131019,28555.431131019,1051909.79184436,887205.410396868,1237145.56544924,29558.5412667946
