"","country.name","date","confirmed","deaths","new_deaths","new_cases","new_cases_7dma","new_deaths_7dma","pop.2020"
"56602","United States","2020-01-22",1,0,NA,NA,NA,NA,331002.647
"56603","United States","2020-01-23",1,0,0,0,NA,NA,331002.647
"56604","United States","2020-01-24",2,0,0,1,NA,NA,331002.647
"56605","United States","2020-01-25",2,0,0,0,NA,NA,331002.647
"56606","United States","2020-01-26",5,0,0,3,NA,NA,331002.647
"56607","United States","2020-01-27",5,0,0,0,NA,NA,331002.647
"56608","United States","2020-01-28",5,0,0,0,NA,NA,331002.647
"56609","United States","2020-01-29",6,0,0,1,0.714285714285714,0,331002.647
"56610","United States","2020-01-30",6,0,0,0,0.714285714285714,0,331002.647
"56611","United States","2020-01-31",8,0,0,2,0.857142857142857,0,331002.647
"56612","United States","2020-02-01",8,0,0,0,0.857142857142857,0,331002.647
"56613","United States","2020-02-02",8,0,0,0,0.428571428571429,0,331002.647
"56614","United States","2020-02-03",11,0,0,3,0.857142857142857,0,331002.647
"56615","United States","2020-02-04",11,0,0,0,0.857142857142857,0,331002.647
"56616","United States","2020-02-05",11,0,0,0,0.714285714285714,0,331002.647
"56617","United States","2020-02-06",12,0,0,1,0.857142857142857,0,331002.647
"56618","United States","2020-02-07",12,0,0,0,0.571428571428571,0,331002.647
"56619","United States","2020-02-08",12,0,0,0,0.571428571428571,0,331002.647
"56620","United States","2020-02-09",12,0,0,0,0.571428571428571,0,331002.647
"56621","United States","2020-02-10",12,0,0,0,0.142857142857143,0,331002.647
"56622","United States","2020-02-11",13,0,0,1,0.285714285714286,0,331002.647
"56623","United States","2020-02-12",13,0,0,0,0.285714285714286,0,331002.647
"56624","United States","2020-02-13",14,0,0,1,0.285714285714286,0,331002.647
"56625","United States","2020-02-14",14,0,0,0,0.285714285714286,0,331002.647
"56626","United States","2020-02-15",14,0,0,0,0.285714285714286,0,331002.647
"56627","United States","2020-02-16",14,0,0,0,0.285714285714286,0,331002.647
"56628","United States","2020-02-17",14,0,0,0,0.285714285714286,0,331002.647
"56629","United States","2020-02-18",14,0,0,0,0.142857142857143,0,331002.647
"56630","United States","2020-02-19",14,0,0,0,0.142857142857143,0,331002.647
"56631","United States","2020-02-20",14,0,0,0,0,0,331002.647
"56632","United States","2020-02-21",16,0,0,2,0.285714285714286,0,331002.647
"56633","United States","2020-02-22",16,0,0,0,0.285714285714286,0,331002.647
"56634","United States","2020-02-23",16,0,0,0,0.285714285714286,0,331002.647
"56635","United States","2020-02-24",16,0,0,0,0.285714285714286,0,331002.647
"56636","United States","2020-02-25",16,0,0,0,0.285714285714286,0,331002.647
"56637","United States","2020-02-26",16,0,0,0,0.285714285714286,0,331002.647
"56638","United States","2020-02-27",17,0,0,1,0.428571428571429,0,331002.647
"56639","United States","2020-02-28",17,0,0,0,0.142857142857143,0,331002.647
"56640","United States","2020-02-29",25,1,1,8,1.28571428571429,0.142857142857143,331002.647
"56641","United States","2020-03-01",32,1,0,7,2.28571428571429,0.142857142857143,331002.647
"56642","United States","2020-03-02",55,6,5,23,5.57142857142857,0.857142857142857,331002.647
"56643","United States","2020-03-03",74,7,1,19,8.28571428571429,1,331002.647
"56644","United States","2020-03-04",107,11,4,33,13,1.57142857142857,331002.647
"56645","United States","2020-03-05",184,12,1,77,23.8571428571429,1.71428571428571,331002.647
"56646","United States","2020-03-06",237,14,2,53,31.4285714285714,2,331002.647
"56647","United States","2020-03-07",403,17,3,166,54,2.28571428571429,331002.647
"56648","United States","2020-03-08",519,21,4,116,69.5714285714286,2.85714285714286,331002.647
"56649","United States","2020-03-09",594,22,1,75,77,2.28571428571429,331002.647
"56650","United States","2020-03-10",782,28,6,188,101.142857142857,3,331002.647
"56651","United States","2020-03-11",1147,33,5,365,148.571428571429,3.14285714285714,331002.647
"56652","United States","2020-03-12",1586,43,10,439,200.285714285714,4.42857142857143,331002.647
"56653","United States","2020-03-13",2219,51,8,633,283.142857142857,5.28571428571429,331002.647
"56654","United States","2020-03-14",2978,58,7,759,367.857142857143,5.85714285714286,331002.647
"56655","United States","2020-03-15",3212,70,12,234,384.714285714286,7,331002.647
"56656","United States","2020-03-16",4670,97,27,1458,582.285714285714,10.7142857142857,331002.647
"56657","United States","2020-03-17",6502,132,35,1832,817.142857142857,14.8571428571429,331002.647
"56658","United States","2020-03-18",9157,191,59,2655,1144.28571428571,22.5714285714286,331002.647
"56659","United States","2020-03-19",13643,264,73,4486,1722.42857142857,31.5714285714286,331002.647
"56660","United States","2020-03-20",19999,365,101,6356,2540,44.8571428571429,331002.647
"56661","United States","2020-03-21",25983,463,98,5984,3286.42857142857,57.8571428571429,331002.647
"56662","United States","2020-03-22",34799,572,109,8816,4512.42857142857,71.7142857142857,331002.647
"56663","United States","2020-03-23",46019,759,187,11220,5907,94.5714285714286,331002.647
"56664","United States","2020-03-24",56610,1000,241,10591,7158.28571428571,124,331002.647
"56665","United States","2020-03-25",68668,1326,326,12058,8501.57142857143,162.142857142857,331002.647
"56666","United States","2020-03-26",86487,1738,412,17819,10406.2857142857,210.571428571429,331002.647
"56667","United States","2020-03-27",105144,2255,517,18657,12163.5714285714,270,331002.647
"56668","United States","2020-03-28",124725,2888,633,19581,14106,346.428571428571,331002.647
"56669","United States","2020-03-29",143575,3480,592,18850,15539.4285714286,415.428571428571,331002.647
"56670","United States","2020-03-30",165601,4173,693,22026,17083.1428571429,487.714285714286,331002.647
"56671","United States","2020-03-31",191839,5262,1089,26238,19318.4285714286,608.857142857143,331002.647
"56672","United States","2020-04-01",217670,6439,1177,25831,21286,730.428571428571,331002.647
"56673","United States","2020-04-02",248022,7941,1502,30352,23076.4285714286,886.142857142857,331002.647
"56674","United States","2020-04-03",279981,9330,1389,31959,24976.7142857143,1010.71428571429,331002.647
"56675","United States","2020-04-04",312848,10868,1538,32867,26874.7142857143,1140,331002.647
"56676","United States","2020-04-05",341001,12433,1565,28153,28203.7142857143,1279,331002.647
"56677","United States","2020-04-06",371134,14208,1775,30133,29361.8571428571,1433.57142857143,331002.647
"56678","United States","2020-04-07",402476,16775,2567,31342,30091,1644.71428571429,331002.647
"56679","United States","2020-04-08",434619,18928,2153,32143,30992.7142857143,1784.14285714286,331002.647
"56680","United States","2020-04-09",469131,21138,2210,34512,31587,1885.28571428571,331002.647
"56681","United States","2020-04-10",502567,23359,2221,33436,31798,2004.14285714286,331002.647
"56682","United States","2020-04-11",531808,25479,2120,29241,31280,2087.28571428571,331002.647
"56683","United States","2020-04-12",558626,27292,1813,26818,31089.2857142857,2122.71428571429,331002.647
"56684","United States","2020-04-13",584429,29229,1937,25803,30470.7142857143,2145.85714285714,331002.647
"56685","United States","2020-04-14",612973,31683,2454,28544,30071,2129.71428571429,331002.647
"56686","United States","2020-04-15",643083,34280,2597,30110,29780.5714285714,2193.14285714286,331002.647
"56687","United States","2020-04-16",674415,36444,2164,31332,29326.2857142857,2186.57142857143,331002.647
"56688","United States","2020-04-17",707058,38534,2090,32643,29213,2167.85714285714,331002.647
"56689","United States","2020-04-18",734932,40500,1966,27874,29017.7142857143,2145.85714285714,331002.647
"56690","United States","2020-04-19",760526,42429,1929,25594,28842.8571428571,2162.42857142857,331002.647
"56691","United States","2020-04-20",788907,44608,2179,28381,29211.1428571429,2197,331002.647
"56692","United States","2020-04-21",814921,47149,2541,26014,28849.7142857143,2209.42857142857,331002.647
"56693","United States","2020-04-22",844280,49588,2439,29359,28742.4285714286,2186.85714285714,331002.647
"56694","United States","2020-04-23",877483,52048,2460,33203,29009.7142857143,2229.14285714286,331002.647
"56695","United States","2020-04-24",911186,54200,2152,33703,29161.1428571429,2238,331002.647
"56696","United States","2020-04-25",943160,55897,1697,31974,29746.8571428571,2199.57142857143,331002.647
"56697","United States","2020-04-26",969989,57229,1332,26829,29923.2857142857,2114.28571428571,331002.647
"56698","United States","2020-04-27",993172,58694,1465,23183,29180.7142857143,2012.28571428571,331002.647
"56699","United States","2020-04-28",1017830,60933,2239,24658,28987,1969.14285714286,331002.647
